Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
loopcad,reward_low_FP_rate,realTweets/Twitter_volume_AAPL.csv,1.0,-1.57048901287,4,13540,24,1584,15902
loopcad,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,1.0,0.0,0,3428,0,0,4032
loopcad,reward_low_FP_rate,realKnownCause/rogue_agent_key_updown.csv,1.0,-2.0,0,4035,0,530,5315
loopcad,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,1.0,-0.820703516325,1,1408,2,189,1882
loopcad,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,1.0,-6.05600604582,1,15769,32,1498,18050
loopcad,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,1.0,-4.49918579401,4,13523,30,1586,15893
loopcad,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,1.0,-1.32,0,3422,6,0,4032
loopcad,reward_low_FP_rate,artificialWithAnomaly/art_increase_spike_density.csv,1.0,-1.0,0,3025,0,403,4032
loopcad,reward_low_FP_rate,realKnownCause/ec2_request_latency_system_failure.csv,1.0,0.919328253909,3,3074,8,343,4032
Totals,,,,-99.1723352356,85,298772,575,33410,365558
