Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
knnicad,reward_low_FP_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.99979008,0.0,0,3428,0,0,4032
knnicad,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,0.99979008,0.0,0,3428,0,0,4032
knnicad,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.99979008,0.505703754679,3,3022,1,402,4032
knnicad,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.99979008,-0.138449197924,1,3026,0,401,4032
knnicad,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.99979008,-2.0,0,931,0,126,1243
knnicad,reward_low_FP_rate,realKnownCause/nyc_taxi.csv,0.99979008,-3.4046309122,2,8534,1,1033,10320
knnicad,reward_low_FP_rate,realTweets/Twitter_volume_AMZN.csv,0.99979008,-0.278620831559,3,13501,0,1577,15831
knnicad,reward_low_FP_rate,realTraffic/TravelTime_451.csv,0.99979008,-1.0,0,1621,0,217,2162
knnicad,reward_low_FP_rate,realTraffic/speed_t4013.csv,0.99979008,1.7360251845,4,1871,0,246,2495
knnicad,reward_low_FP_rate,artificialNoAnomaly/art_flatline.csv,0.99979008,0.0,0,3428,0,0,4032
knnicad,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.99979008,-0.138449197924,1,3026,0,401,4032
knnicad,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,0.99979008,1.28824330604,3,1217,2,159,1624
knnicad,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,0.99979008,-2.44,0,1408,2,190,1882
Totals,,,,-1.87711681191,239,299263,84,33256,365558
